venue,ranking,title,authors,year,citations,url,pdf_url,keywords
IEEE/CAA Journal of Automatica Sinica,2,DeepSeek: Paradigm Shifts and Technical Evolution in Large AI Models,"Luolin Xiong, Haofen Wang, Xi Chen, Lu Sheng, Yun Xiong, Jingping Liu, Yanghua Xiao, Huajun Chen, Qing‐Long Han, Yang Tang",2025,3,https://www.semanticscholar.org/paper/a6e12626c582bc96bd17113ee60289a10ac6a89a,https://arxiv.org/pdf/2507.09955.pdf,"Computer Science, Computer Science"
IEEE/CAA Journal of Automatica Sinica,3,The First Five Years of a Phase Theory for Complex Systems and Networks,"Dan Wang, Wei Chen, Li-Qiang Qiu",2024,3,https://www.semanticscholar.org/paper/e7737e1bf30b05845cd0d1988f0a4ee98a2fa57a,,"Computer Science, Engineering, Mathematics, Computer Science"
IEEE/IFIP International Conference on Very Large Scale Integration of System-on-Chip,1,Adaptable FWHW Formal Co-Verification of SoC RISC-V Components,"Paulette Iskandar, Bryan Olmos, Wolfgang Kunz, D. Lettnin",2024,1,https://www.semanticscholar.org/paper/67d191ab59825fd30832feac9b05a1f67600e3c6,,"Computer Science, Engineering, Computer Science"
IEEE/RJS International Conference on Intelligent RObots and Systems,1,A Scalable Distributed Collision Avoidance Scheme for Multi-agent UAV systems,"B. Lindqvist, Pantelis Sopasakis, G. Nikolakopoulos",2021,24,https://www.semanticscholar.org/paper/66af67a679682f7871189c1ffce1c8d9ad769790,https://arxiv.org/pdf/2104.03783,"Computer Science, Engineering, Computer Science"
IEEE/RJS International Conference on Intelligent RObots and Systems,2,Graph Neural Network-based Multi-agent Reinforcement Learning for Resilient Distributed Coordination of Multi-Robot Systems,"Anthony Goeckner, Yueyuan Sui, Nicolas Martinet, Xinliang Li, Qi Zhu",2024,3,https://www.semanticscholar.org/paper/fd151e954c5ac6d824d7922d18b16e5fe7a42080,http://arxiv.org/pdf/2403.13093,"Computer Science, Computer Science, Engineering"
IEEE/RJS International Conference on Intelligent RObots and Systems,3,Multi-agent Path Finding for Mixed Autonomy Traffic Coordination,"Han Zheng, Zhongxia Yan, Cathy Wu",2024,2,https://www.semanticscholar.org/paper/87b6c9755137a344917aefc7a7140bdac535687e,http://arxiv.org/pdf/2409.03881,"Computer Science, Engineering, Computer Science"
IEICE Transactions on Fundamentals of Electronics Communications and Computer Sciences,1,H-Infinity Control Design Considering Packet Loss as a Disturbance for Networked Control Systems,"Takashi Ogura, Kentaro Kobayashi, Hiraku Okada, M. Katayama",2017,5,https://www.semanticscholar.org/paper/1dad463dad685fd123f5fe2555df8275c47844dc,,"Computer Science, Computer Science, Engineering"
IEICE transactions on communications,1,Automatically Generated Data Mining Tools for Complex System Operator's Condition Detection Using Non-Contact Vital Sensing,"S. Akhmedova, V. Stanovov, S. Vishnevskaya, Chiori Miyajima, Y. Kamiya",2021,1,https://www.semanticscholar.org/paper/eab56cc0c769f1dd6c86e4b3e01c02e804bcd851,https://doi.org/10.1587/transcom.2020hmi0001,"Computer Science, Engineering, Computer Science, Medicine"
IET Blockchain,1,AI-Based Crypto Tokens: The Illusion of Decentralized AI?,Rischan Mafrur,2025,2,https://www.semanticscholar.org/paper/2a776e987b913212270920b6a6efba3f3d495bdc,https://arxiv.org/pdf/2505.07828.pdf,"Computer Science, Computer Science"
IET Control Theory & Applications,1,Distributed iterative learning coordination control for leader–follower uncertain non‐linear multi‐agent systems with input saturation,"Nana Yang, Junmi Li",2019,21,https://www.semanticscholar.org/paper/d4c0515fdfa8df66c6a07efafb3e0b82440a4428,,"Computer Science, Engineering, Mathematics"
IET Control Theory & Applications,2,Coordination of multi‐agent systems with arbitrary convergence time,"T. T. Nguyen, Minh Hoang Trinh, C. Nguyen, NamHoai Nguyen, Mỹ Văn Ðặng",2021,13,https://www.semanticscholar.org/paper/32790260cf805f300fc6c3d16883e2984d8d8343,,"Computer Science, Engineering, Mathematics, Computer Science"
IET Control Theory & Applications,3,Exponential stability analysis and model reduction for spatially interconnected discrete‐time systems with time‐varying delay,"Hui Wang, Huiling Xu, Xuefeng Chen, Dan Zhang",2020,5,https://www.semanticscholar.org/paper/efb08b378cbe65819b48be3e13cf1f13910ca83e,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/iet-cta.2020.0013,"Mathematics, Engineering, Mathematics"
IET Control Theory &amp; Applications,1,Experimental analysis of passivity‐based control theory for permanent magnet synchronous motor drive fed by grid power,"Y. Belkhier, Achour Abdelyazid, A. Oubelaid, N. Khosravi, Mohit Bajaj, Pradeep Vishnuram, I. Zaitsev",2023,17,https://www.semanticscholar.org/paper/9f68c99c67d007b5686e625c5923d14d9686ac2f,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/cth2.12574,Engineering
IET Control Theory &amp; Applications,2,Adaptive neural network control of robotic manipulators with input constraints and without velocity measurements,"Heng Zhang, Yang Zhao, Yang Wang, Lin Liu",2024,4,https://www.semanticscholar.org/paper/3b7e20513ede62bd3ce632ed7ac5771608043641,,"Engineering, Computer Science"
IET Control Theory &amp; Applications,3,Innovative hull cleaning robot design and control by Laguerre base model predictive control for impedance and vibration management,"Vahid Madanipour, Farid Najafi",2024,1,https://www.semanticscholar.org/paper/1154bb25ad3ca218ddd24e678f64484df58e0daa,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/cth2.12716,"Engineering, Environmental Science"
IET Cyper-Phys. Syst.: Theory & Appl.,1,Game theory-based optimal deloading control of wind turbines under scalable structures of wind farm,"Jianliang Zhang, Yujun Li, Zhao Xu, Donglian Qi, Chaoyong Li",2018,6,https://www.semanticscholar.org/paper/1c9ca5e82e762eba1cd6923884258c0c000fba7d,https://doi.org/10.1049/iet-cps.2018.0027,"Computer Science, Engineering, Environmental Science"
IET Energy Systems Integration,1,Data‐driven power system dynamic security assessment under adversarial attacks: Risk warning based interpretation analysis and mitigation,"Zhebin Chen, Chao Ren, Yan Xu, Z. Dong, Qiaoqiao Li",2023,6,https://www.semanticscholar.org/paper/b7027034afaefe58d83d3a385241d454d047c25e,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/esi2.12118,"Engineering, Computer Science"
"IET Generation, Transmission & Distribution",1,A multi‐objective optimization for planning of networked microgrid using a game theory for peer‐to‐peer energy trading scheme,"L. Ali, S. Muyeen, H. Bizhani, Arindam Ghosh",2021,31,https://www.semanticscholar.org/paper/a42a9861005a7eb42c7f5ee32fa8a130b2968a45,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/gtd2.12308,"Engineering, Computer Science"
"IET Generation, Transmission &amp; Distribution",1,Optimal planning strategy for EV charging stations considering travel demands based on non‐cooperative game theory,"Yongsheng Zhu, Mingming Zhang, Yan Dong, Qunfang Chang, Bin Chen, Caijing Nie",2022,8,https://www.semanticscholar.org/paper/97fee317daafee4757573138cfc752bb8e153e00,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/gtd2.12697,"Engineering, Economics"
IET Networks,1,Distributed coalition formation game for enhancing cooperative spectrum sensing in cognitive radio ad hoc networks,"Muthukkumar Rajendran, Manimegalai Duraisamy",2020,13,https://www.semanticscholar.org/paper/5e981774575866bee36a6b102225be1e645745a5,https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/iet-net.2018.5010,"Computer Science, Computer Science, Engineering"
"IET Science, Measurement & Technology",1,Hybrid approach for ECG signal enhancement using dictionary learning‐based sparse representation,"M. Rakshit, Susmita Das",2019,11,https://www.semanticscholar.org/paper/c12982eab96b7d8124ea43a03112a0619b5a34be,,"Computer Science, Medicine, Computer Science, Engineering"
IET Signal Processing,1,Fully automated unsupervised artefact removal in multichannel electroencephalogram using wavelet-independent component analysis with density-based spatial clustering of application with noise,"Chong Yeh Sai, N. Mokhtar, M. Iwahashi, P. Cumming, H. Arof",2021,3,https://www.semanticscholar.org/paper/4bdfd39ffaa0d5b2233fd1f489010b1d9fd96e03,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/sil2.12058,"Computer Science, Computer Science, Engineering"
IET Signal Processing,2,Robust maximum signal fraction analysis for blind source separation,"Xue-song Lu, Xiaomeng Li, MaoSheng Fu, Haixian Wang",2017,3,https://www.semanticscholar.org/paper/2e8b2e8b789f8d93e02abd1fa189e183c3348a8a,,"Computer Science, Medicine, Engineering, Computer Science"
IET Software,1,Mutation-inspired symbolic execution for software testing,"Kevin J. Valle-Gómez, A. García-Domínguez, Pedro Delgado-Pérez, I. Medina-Bulo",2022,1,https://www.semanticscholar.org/paper/849814275981a299fa38477132076ca16d42f3d9,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/sfw2.12063,"Computer Science, Computer Science"
IET Systems Biology,1,Fundamental limitation of the instantaneous approximation in fold-change detection models.,"M. Skataric, E. V. Nikolaev, Eduardo Sontag",2015,15,https://www.semanticscholar.org/paper/3739a5fa9b664f47eea4dc8259800b1eb6c43144,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/iet-syb.2014.0006,"Biology, Medicine, Biology"
IET Wireless Sensor Systems,1,Secure and efficient trust enabled routing in mobile ad hoc network using game theory and grey wolf optimisation techniques,"Ujwala Ravale, Gautam M. Borkar",2024,1,https://www.semanticscholar.org/paper/1c4277606e1616800ff47699433661f54bbc632a,https://doi.org/10.1049/wss2.12095,"Computer Science, Computer Science, Engineering"
IFAC Journal of Systems and Control,1,Multi-vehicle formation control and obstacle avoidance using negative-imaginary systems theory,"V. Tran, M. Garratt, I. Petersen",2021,22,https://www.semanticscholar.org/paper/16fddb550a6ce16433a2fdad9e37a92bbdcf98ae,,"Computer Science, Engineering, Computer Science"
IFAC-PapersOnLine,1,Neural State-Space Models: Empirical Evaluation of Uncertainty Quantification,"Marco Forgione, D. Piga",2023,4,https://www.semanticscholar.org/paper/f8a1cf1896bbd2624a3ce9cc21bd8ace1a387c2b,http://arxiv.org/pdf/2304.06349,"Computer Science, Engineering, Computer Science, Engineering"
IFAC-PapersOnLine,2,Research on ASV/ROV Cooperative System with AI for Seagrass Distribution Survey,"Ikuo Yamamoto, Akihiro Morinaga, Taishi Oshino, Kyohei Kinoshita, Yasunori Izumi",2024,2,https://www.semanticscholar.org/paper/f6766b5c7aa626565c6e849c802bcd259b4f782c,https://doi.org/10.1016/j.ifacol.2024.10.074,"Environmental Science, Engineering, Computer Science"
IFIP Working Conference on Database Semantics,1,Are Large Language Models Really Bias-Free? Jailbreak Prompts for Assessing Adversarial Robustness to Bias Elicitation,"Riccardo Cantini, Giada Cosenza, A. Orsino, Domenico Talia",2024,11,https://www.semanticscholar.org/paper/c65006fe77fc64cbb0bbc80f0b196969fb668dee,https://arxiv.org/pdf/2407.08441.pdf,"Computer Science, Computer Science, Linguistics"
INFORMS Journal on Optimization,1,Scenario-Based Robust Optimization for Two-Stage Decision Making Under Binary Uncertainty,"Kai Wang, Mehmet Aydemir, Alexandre Jacquillat",2023,3,https://www.semanticscholar.org/paper/4e8cb9c4c493e8c38b432768c33c8473b83edd58,https://doi.org/10.1287/ijoo.2020.0038,"Computer Science, Computer Science, Mathematics"
INFORMS journal on computing,1,Modeling Contingent Decision Behavior: A Bayesian Nonparametric Preference-Learning Approach,"Jiapeng Liu, Miłosz Kadziński, Xiuwu Liao",2023,22,https://www.semanticscholar.org/paper/9269adedc95f36597686fa5427b2cfe3968cd863,,"Computer Science, Computer Science, Mathematics"
INFORMS journal on computing,2,Adaptive Bundle Methods for Nonlinear Robust Optimization,"Martina Kuchlbauer, F. Liers, M. Stingl",2022,16,https://www.semanticscholar.org/paper/3df9486a4fa56605d7706d59e30ab42352ed8eb6,,"Computer Science, Mathematics, Computer Science, Engineering"
INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,1,Computer Vision based Food Recognition with Nutrition Analysis,D. B B,2023,2,https://www.semanticscholar.org/paper/f6524839832096e9ff2d8b0811e955b3d012c393,https://ijsrem.com/download/computer-vision-based-food-recognition-with-nutrition-analysis-2/?wpdmdl=22412&refresh=64f003eb374571693451243,"Agricultural and Food Sciences, Computer Science"
INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,2,Red Teaming vs. Blue Teaming: A Comparative Analysis of CyberSecurity Strategies in the Digital Battlefield,"Bharat Kotwani, Miss Rohini Sawant, Dr Shalu Chopra",2023,1,https://www.semanticscholar.org/paper/80a92e5eae6e97b92e9a065c761f79ed076c8750,https://ijsrem.com/download/red-teaming-vs-blue-teaming-a-comparative-analysis-of-cybersecurity-strategies-in-the-digital-battlefield/?wpdmdl=26142&refresh=6583a26dd961c1703125613,Computer Science
INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,3,Data-centric Approach to Decision Making in Semiconductor Manufacturing: Best Practices and Future Directions,Tarun Parmar,2025,1,https://www.semanticscholar.org/paper/3b76e09310b98cbe34b9ffc121b087fc4e713901,,"Engineering, Computer Science"
INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,4,Leveraging Artificial Intelligence for Crime Detection and Prevention,Louis Zvikomborero Kahla,2024,1,https://www.semanticscholar.org/paper/51508319c003c5aedabfdb1285ef692949114167,https://ijsrem.com/download/leveraging-artificial-intelligence-for-crime-detection-and-prevention/?wpdmdl=34068&refresh=6659ca42301261717160514,"Computer Science, Law"
INTI Journal,1,Capabilities and Challenges of Mobile Computing in Construction Industry,"Kong Sio Kah, Leonard Leong Jun Jie",2022,1,https://www.semanticscholar.org/paper/5ba3a8e112fa155c7e69172c7e40eb534d138469,https://doi.org/10.61453/intij.202212,"Engineering, Computer Science"
IOP Conference Series: Earth and Environment,1,New risk assessment and prioritization failure modes based approach in a gas turbine system,"A. Chakhrit, M. Bougofa, I. H. Guetarni, N. Nehal, A. Bouafia, F. Z. Ghazli, R. Kharzi, M. Chennoufi",2022,8,https://www.semanticscholar.org/paper/5e8a916423cb912401e96780a24c3ce98cebdb5b,https://iopscience.iop.org/article/10.1088/1755-1315/1098/1/012009/pdf,"Physics, Engineering, Environmental Science"
IOP Conference Series: Earth and Environment,2,"Policy Capacity Challenges for Renewable Energy Development in West Sumatra, Indonesia","H. Fajri, Yuliarti, Y. Hanoselina, N. Wahyuni",2023,2,https://www.semanticscholar.org/paper/b68dab192a65bfed19d552d9d3a6d2a1bde93ced,https://iopscience.iop.org/article/10.1088/1755-1315/1268/1/012054/pdf,"Physics, Environmental Science, Political Science, Economics"
IOP Conference Series: Materials Science and Engineering,1,Hazard Analysis and Quantitative Risk Assessment of Port Operation for Dangerous Goods Container,"Chen Huang, Yu Bai, Linlin Lu",2020,2,https://www.semanticscholar.org/paper/f5ed94812e12f784e57a69702917033793b0d86c,https://doi.org/10.1088/1757-899x/780/7/072027,"Physics, Business, Engineering, Environmental Science"
IOP Conference Series: Materials Science and Engineering,2,Vibration signal analysis of a rotor-bearing system through wavelet transform and empirical mode decomposition,"Ashutosh Kumar, P. Sathujoda, N. Bhalla",2022,2,https://www.semanticscholar.org/paper/7ec59ca5e1ed86aed6cd51e70e5e0c15635bc435,https://doi.org/10.1088/1757-899x/1248/1/012027,"Physics, Engineering"
IOP Conference Series: Materials Science and Engineering,3,Research on collaborative construction of multiple subjects inside and outside the engineering project team: Based on the perspective of principal-agent theory,"Zenghai Wu, Beijie Yin, Yang Jin",2019,1,https://www.semanticscholar.org/paper/8789bcab43dd045645e0f7a4aab98bd09790934c,https://doi.org/10.1088/1757-899x/688/5/055070,"Computer Science, Physics, Engineering"
IOP SciNotes,1,Learning human insight by cooperative AI: Shannon-Neumann measure,Edouard Siregar,2021,4,https://www.semanticscholar.org/paper/bc1dee63fe46e2f1ae5fd07a27bd8f8580748328,https://doi.org/10.1088/2633-1357/abec9e,"Physics, Computer Science, Computer Science, Philosophy"
IOP SciNotes,2,Robust H-infinity control of two novel MEMS force sensors,S. Obilikpa,2020,3,https://www.semanticscholar.org/paper/f6bb13813975bad5d1a83ff5dad8896957cfa1d9,https://doi.org/10.1088/2633-1357/abb933,"Physics, Engineering"
IPTEK Journal of Proceedings Series,1,A Conceptual Model of Green Supply Chain Management Effects on Firm Performance,"R. Hidayat, Omia Crefioza, Pajar Damar Kusuma, Yusuf Syahiir Habiibii, Rafida Nur Fitria, Fauzia Damas Nungkiastuti, Fahmi Rezqa Afifi",2022,3,https://www.semanticscholar.org/paper/20352573a8db42b6c0ab14e2a74a8ddab045687a,https://iptek.its.ac.id/index.php/jps/article/download/11951/6504,"Environmental Science, Business"
ISRA International Journal of Islamic Finance,1,Sharīʿah governance and agency dynamics of Islamic banking operations in the Kingdom of Saudi Arabia,"Abul Hassan, M. S. Sohail, Mahfuzur Rahman Munshi",2021,21,https://www.semanticscholar.org/paper/eeb054060ab5011913e648ab6f2dc7c990848130,https://www.emerald.com/insight/content/doi/10.1108/IJIF-12-2020-0252/full/pdf?title=shariah-governance-and-agency-dynamics-of-islamic-banking-operations-in-the-kingdom-of-saudi-arabia,"Business, Economics"
IWSPA@CODASPY,1,Adversarial Robustness of Phishing Email Detection Models,"Parisa Mehdi Gholampour, Rakesh M. Verma",2023,25,https://www.semanticscholar.org/paper/46d52f7688edc4cf1f2f47e0946010706f1deaf5,,"Computer Science, Computer Science"
IWSPA@CODASPY,2,Adversarial Robustness is Not Enough: Practical Limitations for Securing Facial Authentication,"Sander Joos, Tim Van hamme, Davy Preuveneers, W. Joosen",2022,10,https://www.semanticscholar.org/paper/959ca45f37aa99936446ed666a816da686917c31,,"Computer Science, Computer Science"
Image and Vision Computing,1,A calibration method of computer vision system based on dual attention mechanism,Youling Li,2020,18,https://www.semanticscholar.org/paper/f0cebe22c032f0cba3c2571392774951c1af55a5,,"Computer Science, Computer Science"
Implementation science : IS,1,"Generative AI in healthcare: an implementation science informed translational path on application, integration and governance",S. Reddy,2024,199,https://www.semanticscholar.org/paper/25361e9582996220625a1823d931b4ed5f5558d3,https://implementationscience.biomedcentral.com/counter/pdf/10.1186/s13012-024-01357-9,"Medicine, Medicine, Computer Science"
Implementation science : IS,2,How can a behavioral economics lens contribute to implementation science?,"Nathan Hodson, Byron J Powell, Per Nilsen, Rinad S. Beidas",2024,14,https://www.semanticscholar.org/paper/b8da993c65639dfb19cb7c7814771990dac2053a,https://implementationscience.biomedcentral.com/counter/pdf/10.1186/s13012-024-01362-y,"Medicine, Economics, Medicine, Psychology"
Implementation science : IS,3,Improving measurement-based care implementation in youth mental health through organizational leadership and climate: a mechanistic analysis within a randomized trial,"Nathaniel J. Williams, Mark G. Ehrhart, Gregory A. Aarons, Susan M. Esp, Marisa Sklar, Kristine Carandang, Nallely Vega, Lauren Brookman-Frazee, Steven C Marcus",2024,13,https://www.semanticscholar.org/paper/f74970ad03f2579af53187bbbecb2e3b8109f8f3,https://implementationscience.biomedcentral.com/counter/pdf/10.1186/s13012-024-01356-w,"Medicine, Psychology, Medicine"
In Analysis,1,Analysis of primer gunshot residue particles by laser induced breakdown spectroscopy and laser ablation inductively coupled plasma mass spectrometry.,"Courtney Vander Pyl, Claudia Martinez-Lopez, Korina Menking Hoggatt, T. Trejos",2021,14,https://www.semanticscholar.org/paper/fa465b5f31772f70994c29383dccffba6529ba8f,,"Medicine, Environmental Science"
Indian Conference on Logic and Its Applications,1,Homotopy Type Theory,S. Awodey,2015,49,https://www.semanticscholar.org/paper/de5594a2adbe5b3c3455ef721bc1238292ef0265,,"Computer Science, Computer Science, Mathematics"
Indian Journal of Dermatology,1,The Ethics of Machine Learning in Medical Sciences: Where Do We Stand Today?,"Treena S. Basu, Sebastian Engel-Wolf, O. Menzer",2020,19,https://www.semanticscholar.org/paper/942b36ad49400d65f94837c4c8a29ca7a2282632,https://doi.org/10.4103/ijd.ijd_419_20,"Medicine, Medicine, Computer Science"
Indian Journal of Information Sources and Services,1,An Empirical Study on Implementation of AI & ML in Stock Market Prediction,"Dr.N. Venkatarathnam, Dr. Laxmana Rao Goranta, P.C. Kiran, Dr.B.P.G. Raju, Dr. Samadhi Dilli, S. M. Basha, Dr. Manyam Kethan",2024,6,https://www.semanticscholar.org/paper/a48b52212ff5019376685c6ac3c083f7e3cc730c,,"Computer Science, Business"
Indiana Health Law Review,1,"The Law, Economics, and Governance of Generation COVID-19 Long-Haul","Julia M. Puaschunder, Martin Gelter",2022,6,https://www.semanticscholar.org/paper/33814c88e502f61e4388bfc4855255703f0170e2,https://journals.iupui.edu/index.php/ihlr/article/download/26085/24162,"Law, Economics, Political Science"
Indonesian Journal of Computer Science,1,Proactive Fault Tolerance in Distributed Cloud Systems: A Review of Predictive and Preventive Techniques,"D. Hasan, Subhi R. M. Zeebaree",2024,2,https://www.semanticscholar.org/paper/30a1938b2ad2921f50145e9ddb676316c03bbf2d,https://doi.org/10.33022/ijcs.v13i2.3808,"Computer Science, Engineering"
Indonesian Journal of Computer Science,2,Distributed Systems for Machine Learning in Cloud Computing: A Review of Scalable and Efficient Training and Inference,"Shereen Sadiq, Subhi R. M. Zeebaree",2024,1,https://www.semanticscholar.org/paper/cdcef3cfe1d0635ac5f47d88bb7ed38d4c0d47db,https://doi.org/10.33022/ijcs.v13i2.3814,"Computer Science, Engineering"
Indonesian Journal of Education Methods Development,1,Academic Procrastination for Students of the Faculty of Psychology and Educational Sciences (FPIP) at the University,"Roudhotul Izzati, Dwi Nastiti",2022,5,https://www.semanticscholar.org/paper/3d58f0714b4a44319746f758e837bce4bb250cab,https://doi.org/10.21070/ijemd.v19i.659,"Psychology, Education"
Indonesian Journal of Education Research (IJoER),1,The Influence of Applying the Think Pair Share and Cooperative Script Cooperative Learning Models on Economics Learning Achievement in View of Students' Learning Motivation,"Tatik Romita, O. Opeloyeru",2023,2,https://www.semanticscholar.org/paper/af1eb99b9ebea37df1effaf803bfd557ecd07db1,https://cahaya-ic.com/index.php/IJoER/article/download/794/669,"Economics, Education"
Indonesian Journal of Electrical Engineering and Computer Science,1,Emotion detection using Word2Vec and convolution neural networks,"Anil Kumar Jadon, Suresh Kumar",2024,2,https://www.semanticscholar.org/paper/cd90b15a76c0c986dc5a6377ceee5c183aeabeff,https://ijeecs.iaescore.com/index.php/IJEECS/article/download/35726/18091,Computer Science
Indonesian Journal of Interdisciplinary Islamic Studies,1,Peace and Conflict Resolution in Islam: A Perspective Building,Nazar ul Islam Wani,2024,4,https://www.semanticscholar.org/paper/3092d3ca8cdce2bc284654f7216fadca2f1c0957,,Political Science
Indonesian Journal of Islamization Studies,1,Islamic View towards International Relations,Samih Salah Mohammed,2024,2,https://www.semanticscholar.org/paper/db46d891ce07ed02d19aad0f3086c503c736adab,https://ejournal.unida.gontor.ac.id/index.php/INJAS/article/download/10472/11318,Political Science
Indonesian Journal of Law and Economics Review,1,Legal Vacuum in Indonesian Administrative Law: Urgency of Policy Regulation,"Eduard Awang Maha Putra, Gatot Dwi Hendro Wibowo, Minollah Minollah",2024,2,https://www.semanticscholar.org/paper/519b9840f478d4a9db74159437e2abcc5577f39f,https://doi.org/10.21070/ijler.v19i1.991,Law
Industrial Construction,1,Application Status and Prospect on Computer Vision Technology Application in Bridge and Tunnel Engineering,"Xingyu Yang, Guangyao Chen, Juntong Zhu, Zhao Xu",2024,1,https://www.semanticscholar.org/paper/15f33aad912bd311612a8c699a2b352284d17426,,"Engineering, Computer Science"
Industrial law journal,1,"Hard Exterior, Soft Interior: Skill Regulation and Employer Control over Migrant Worker Selection Policy in Australia","Anna Boucher, C. Wright",2023,1,https://www.semanticscholar.org/paper/5aa7ecddcaa68f5ea18f3ddb838ea69cc4ba11c0,https://academic.oup.com/ilj/advance-article-pdf/doi/10.1093/indlaw/dwad007/50103633/dwad007.pdf,"Law, Sociology"
Inf.,1,Failure Mode and Effect Analysis (FMEA) with Extended MULTIMOORA Method Based on Interval-Valued Intuitionistic Fuzzy Set: Application in Operational Risk Evaluation for Infrastructure,"Lelin Lv, Huimin Li, Lunyan Wang, Qing Xia, Liyan Ji",2019,25,https://www.semanticscholar.org/paper/de678465b06b8c20b3bc11db9c4fa50dbe8f850f,https://www.mdpi.com/2078-2489/10/10/313/pdf?version=1570957283,"Computer Science, Engineering"
Inf.,2,Formal Methods and Validation Techniques for Ensuring Automotive Systems Security,M. Krichen,2023,19,https://www.semanticscholar.org/paper/8cf9e586d951f9a83299fc2ad740d5819fa3c1ca,https://www.mdpi.com/2078-2489/14/12/666/pdf?version=1702904910,"Computer Science, Engineering, Computer Science"
Inf.,3,A Game Theory Approach for Assisting Humans in Online Information-Sharing,"Ron S. Hirschprung, Shani Alkoby",2022,3,https://www.semanticscholar.org/paper/fd52acf3650dad7770211164cc2c0b1e9c8a5f83,https://www.mdpi.com/2078-2489/13/4/183/pdf?version=1648897557,"Medicine, Computer Science, Psychology"
Inf.,4,Security Awareness in Smart Homes and Internet of Things Networks through Swarm-Based Cybersecurity Penetration Testing,"Thomas Schiller, Bruce Caulkins, Annie S. Wu, Sean C. Mondesire",2023,1,https://www.semanticscholar.org/paper/47722853ce1f1c071bb103d374e389560de0f8d4,https://www.mdpi.com/2078-2489/14/10/536/pdf?version=1696086720,"Computer Science, Computer Science, Engineering, Environmental Science"
Infant and Child Development,1,Developmental psychologists should adopt citizen science to improve generalization and reproducibility.,"Wei Li, L. Germine, Samuel A. Mehr, M. Srinivasan, Joshua K. Hartshorne",2022,10,https://www.semanticscholar.org/paper/0841967f5fd16d98b61b7fbce0b50e6f6ab46ef2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10957098,"Medicine, Psychology"
Infection and Drug Resistance,1,Alginate and Chitosan-Based Hydrogel Enhance Antibacterial Agent Activity on Topical Application,"Nasrul Wathoni, C. Suhandi, Muhammad Fadhil Ghassani Purnama, Annisa Mutmainnah, Neng Nurbaniyah, D. Syafra, K. Elamin",2024,17,https://www.semanticscholar.org/paper/b28f9aef9d8069d129c937ef44c04c31a30b3deb,https://www.dovepress.com/getfile.php?fileID=97190,"Medicine, Materials Science, Medicine"
Informatica,1,A Category-theoretic Approach to Organization-based Modeling of Multi Agent Systems on the Basis of Collective Phenomena and Organizations in Human Societies,"Siam Abderrahim, R. Maamri",2018,3,https://www.semanticscholar.org/paper/b842fd61258926530093101cce811cf22184d9e0,https://doi.org/10.31449/inf.v42i4.1282,"Computer Science, Computer Science, Sociology"
Informatica,2,Towards a formal multi-agent organizational modeling framework based on category theory,"Abdelghani Boudjidj, Elkamel Merah, Mohammed El Habib Souidi",2021,3,https://www.semanticscholar.org/paper/18a7d98f3bc26f0145a55fa05d63a426bc8fb94b,https://doi.org/10.31449/inf.v45i2.2967,"Computer Science, Computer Science, Business"
Information,1,"AI-Powered Educational Agents: Opportunities, Innovations, and Ethical Challenges",Diana-Margarita Córdova-Esparza,2025,5,https://www.semanticscholar.org/paper/391f489a905a1c74dfe81f803a598d2a5ef2e581,,"Education, Computer Science"
Information,2,5G-Practical Byzantine Fault Tolerance: An Improved PBFT Consensus Algorithm for the 5G Network,"Xin Liu, Xing Fan, Baoning Niu, Xianrong Zheng",2025,1,https://www.semanticscholar.org/paper/1dcbcf7833635a25fdb986e260848c012e4ceb70,https://doi.org/10.3390/info16030202,"Computer Science, Engineering"
Information Development,1,The impact of AI-driven music production software on the economics of the music industry,Sinan Li,2025,2,https://www.semanticscholar.org/paper/b29d925b811809702553874dc1402890c025e64e,,"Economics, Computer Science, Business"
Information Fusion,1,"Connecting the Dots in Trustworthy Artificial Intelligence: From AI Principles, Ethics, and Key Requirements to Responsible AI Systems and Regulation","Natalia Díaz Rodríguez, J. Ser, Mark Coeckelbergh, Marcos L'opez de Prado, E. Herrera-Viedma, Francisco Herrera",2023,357,https://www.semanticscholar.org/paper/b47f132fd09632cfc986a99caa70c8f2f958e88d,http://arxiv.org/pdf/2305.02231,"Computer Science, Computer Science, Law, Philosophy"
